Name,Id,Price,Pages,Author,Language,Type
Sketches by Boz : illustrative of every-day life and every-day people,IPMFT31672,4430,159,John Creasey,Turkish,Short Story
"The Ghetto, and other poems",YUCLU95843,3321,3540,Dr. Seuss,English,Crime
Theology and mythology : an inquiry into the claims of biblical inspiration and the supernatural element in religion,IUMPR92681,1023,4533,Ken Follett,Japanise,Science
Special report on the history and present condition of the sheep industry of the United States,JOTEV53299,2509,4370,Frank G. Slaughter,Korean,Drama
The Sperry gyro-compass,ZAENS44546,2817,509,Anne Golon,Korean,Mystery
War letters from the living dead man : with an introduction,WMSOI31407,3576,4392,Agatha Christie,Turkish,Suspense
The war work of the county of Lennox and Addington,SGZVR73884,6821,4767,Agatha Christie,Japanise,Mathematics
"Zionism : a lecture delivered at the Public Library, Swansea, on Saturday, December 9th, 1906",BHJUV17581,6637,1320,Paulo Coelho,Russian,Drama
Zloi genii Niu-Iorka : roman,DDRJN49819,3817,3206,Mary Higgins Clark,French,Mathematics
"UC Berkeley athletics and a life in basketball : oral history transcript : coaching collegiate and Olympic champions, managing teaching, and consulting in the NBA, 1935-1995 / 1997",WTPNO57888,1837,394,Andrew Neiderman,French,Mathematics
Cent projets de partage de la Turquie (1281-1913),RUQCU55285,2766,1591,Stan and Jan Berenstain,German,Medicine
"The mother's fables, in verse. Designed, through the medium of amusement, to correct some of the faults and follies of children",HNKDD63800,2359,979,EL James,German,Mathematics
"A treatise on the law and practice of foreclosing mortgages on real property, and of remedies collateral thereto, with forms",TJKKW78879,5306,3987,Harold Robbins,Turkish,Realistic Fiction
"The new Larned History for ready reference, reading and research; the actual words of the world's best historians, biographers and specialists: a complete system of history for all uses, extending to all countries and subjects and representing the better and newer literature of history;",ZPEJC71804,8574,3411,Barbara Cartland,German,History
Hallam's works,FVJTI43727,1806,2867,Norman Bridwell,English,History
"Camp life in the woods and the tricks of trapping and trap making; containing comprehensive hints on camp shelter, etc",UJKUV54145,4664,1536,Alexander Pushkin,German,Mystery
Camp and studio,GIGRJ72430,6924,4679,Tite Kubo,Spanish,Thriller
"Cape of Good Hope government proclamations from 1806 to 1825 as now in force and unrepealed and the ordinances passed in council from 1825 to 1847, with notes of reference to each and a copious index",KBDXY21072,9136,3148,Frank G. Slaughter,German,Thriller
"The voyage of Captain John Saris to Japan, 1613",CUNGY99428,3722,677,Irving Wallace,Russian,History
A catalog of the Wade collection of Chinese and Manchu books in the library of the University of Cambridge,UVUDF54248,6219,3517,Wilbur Smith,Turkish,Horror
Catalogue of my English library,TIPTY99139,6283,2286,Zane Grey,Japanise,Psychology
Catalogue of the national gallery of British art (Tate gallery),IQFYS55801,7227,131,René Goscinny,Russian,Psychology
Catalogue of political pamphlets embracing the period between 1789 and 1879,RAGEX77915,4474,3955,Mitsuru Adachi,Urdu,Meta Fiction
Catalogue of scientific papers (1800-1900),SISBK28678,8864,521,Norman Bridwell,Japanise,Poetry
Catalogue of the war poetry collection,AEMYD80222,5557,4133,Roger Hargreaves,Korean,Mathematics
"An account of a voyage from Spain to Paraquaria : performed by the reverend fathers Anthony Sepp and Anthony Behme ... containing a description of all the remarkable things and the inhabitants, as well as of missionaries residing in that country",DLDBK48402,2997,4077,Zane Grey,English,Horror
"Adventures and achievements of Americans : a series of narratives illustrating their heroism, self-reliance, genius and enterprise",ZWKAY66897,4602,4489,Eleanor Hibbert,Spanish,Horror
Acrostical pen portraits of the eighteen presidents of the United States,OTDHC82090,5334,4658,Dean Koontz,Urdu,Classic
"Address of Hon. Charles N. Fowler, of New Jersey, in the House of representatives, Wednesday, March 31, 1897 ..",PHEVV25575,8938,856,James A. Michener,Japanise,Meta Fiction
Between the twilights being studies of Indian women by one of themselves,MKRRV80969,9312,4328,Tite Kubo,Urdu,Horror
"A bibliography of Lancaster county, Pennsylvania, 1745-1912;",UZTMQ32032,6131,526,Nicholas Sparks,Russian,Drama
A bibliography of printing : with notes and illustrations,HKWPR17568,9296,3640,EL James,Spanish,Thriller
"The Bibliophile library of literature, art and rare manuscripts : history, biography, science, poetry, drama, travel, adventure, fiction, and rare and little-known literature from the archives of the great libraries of the world ; with pronouncing and biographical dictionary and explanatory notes",XZTHX22381,1169,1528,Corín Tellado,Russian,History
"The Bibliophile library of literature, art and rare manuscripts : history, biography, science, poetry, drama, travel, adventure, fiction, and rare and little-known literature from the archives of the great libraries of the world ; with pronouncing and biographical dictionary and explanatory notes",FAVKD58010,1227,1997,Clive Cussler,Turkish,Literary
Biblioteca americana. A catalogue of books relating to the history and literature of America ..,KPFPD80801,8019,885,Anne Golon,French,Crime
"Bibliotheca chemica; a catalogue of the alchemical, chemical and pharmaceutical books in the collection of the late James Young of Kelly and Durris",MWUZZ54543,1638,4540,Frédéric Dard,German,Science
"A binary canon : showing residues of powers of 2 for divisors under 1000, and indices to residues",MPGGB26852,5711,2681,Kyotaro Nishimura,German,Comic
A biographical memoir of Samuel George Morton,NYXIJ94257,6296,748,Karl May,Korean,Suspense
Biographical sketches of the graduates of Yale College : with annals of the college history,UHPER47310,5182,3811,Kyotaro Nishimura,Spanish,Thriller
Biographies of scientific men,YNLDR43233,5314,1345,Ian Fleming,German,Science
A biographical sketch of John Riggs Murdock,DMVBA15386,6158,211,Cao Xueqin,Japanise,Thriller
Biological lectures delivered at the Marine biological laboratory of Wood's Hole ... 1890-[1899],XTDOX55327,3324,1271,Clive Cussler,Russian,Novel
The boy and his school : what it can and what it cannot give him,PXALK32301,6010,4545,Corín Tellado,Spanish,Literary
The Bradford map : the city of New York at the time of the granting of the Montgomery charter ...,CPZUE21669,4135,3527,Ian Fleming,Spanish,Short Story
The British moss-flora,UUGZT70170,4541,3418,Akira Toriyama,Urdu,Novel
Bronze: a book of verse,KTWNK61714,9726,3415,Mitsuru Adachi,Spanish,Short Story
"The brotherhood of thieves; or, A true picture of the American church and clergy : a letter to Nathaniel Barney, of Nantucket",TWELZ93111,4820,3989,Horatio Alger,French,Literary
"Buddhism in Christendom : or, Jesus, the Essene",GYHJE13661,1360,1567,Karl May,Russian,Thriller
"Bulwer's plays: being the complete dramatic works of Lord Lytton (Sir Edward Lytton Bulwer, bart.) ..",GCCIY26596,2619,1362,Robert Ludlum,Russian,Drama
Paul Bunyan and his loggers,HPQJW37673,7009,1120,Karl May,Urdu,Literary
By ox-team to California ; personal narrative of Nancy A. Hunt,HRVWU76004,6178,3401,Nicholas Sparks,Russian,Drama
Constitution of the United Brotherhood of Leather Workers on Horse Goods,IFBBQ12442,8927,3129,Erskine Caldwell,Korean,Short Story
Practical calculation of dynamo-electric machines; a manual for electrical and mechanical engineers and a text-book for students of electrical engineering: continuous current machinery;,EINWO43411,3885,1499,Gosho Aoyama,Russian,Comic
Geschichte Schlesiens,DOLPQ62808,4372,3150,Masashi Kishimoto,English,Psychology
The gest of Robin Hood,NLQUJ73012,3699,1266,Georges Simenon,Russian,Drama
Gossip in the first decade of Victoria's reign,KNBZM63249,7338,4023,Paulo Coelho,English,Technical
In the studio : a decade of poems,AROLI90553,8695,3527,Gérard de Villier,French,Psychology
The intermediate sex; a study of some transitional types of men and women,SNVOH75054,4132,1234,Gosho Aoyama,Japanise,Psychology
"International law; a series of lectures delivered before the University of Cambridge, 1887",SNWAH43904,3715,605,Paulo Coelho,Japanise,Mathematics
In the torrid Sudan,HADOK75321,3528,2156,Danielle Steel,German,Science
Is America worth saving?,LLFDF90888,3613,4056,Frédéric Dard,French,Science
Killarney legends : arranged as a guide to the lakes,OUBLD28236,9677,1473,Danielle Steel,Spanish,Drama
Kinship organisations and group marriage in Australia,EIDKA72665,6893,429,Louis L'Amour,Russian,Psychology
The knights of the cross,JVJES14977,5982,2605,J. R. R. Tolkien,Turkish,Science
In the days of giants; a book of Norse tales,JAREY87122,2001,2107,Arthur Hailey,Korean,Meta Fiction
Indian fairy tales,OWTUR68093,4704,3142,John Grisham,German,Medicine
"India, pictorial and descriptive",ZFQTS93676,2551,2167,Lewis Carroll,French,Science
Indo-European ax: axi: axu. A study in ablaut and in word formation,ZNOUR27101,4364,2868,Patricia Cornwell,English,Novel
"The inquisition revealed in its origin, policy, cruelties, and history, with memoirs of its victims ...",KPTZM86277,8971,3851,Anne Golon,German,Comic
"A philosophical and statistical history of the inventions and customs of ancient and modern nations in the manufacture and use of inebriating liquors; with the present practice of distillation in all its varieties: together with an extensive illustration of the consumption and effects of opium, and other stimulants used in the East, as substitutes for wine and spirits",DYKIK43853,2248,3793,Leo Tolstoy,Korean,Mathematics
"The London encyclopaedia, or Universal dictionary of science, art, literature, and practical mechanics, comprisiong a popular view of the present state of knowledge",AEOKZ16437,2081,547,John Creasey,English,Novel
London statutes. A collection of public acts relating specially to the administrative county of London and of local and personal acts affecting the powers and duties of the London county council from 1750 to 1907,JMGZR90645,3108,3087,Roger Hargreaves,Turkish,Medicine
"L. R. A. as authorities, including the citations of each case as a precedent: (1) by any court of last resort in any jurisdiction of this country; (2) by the extensive and thorough annotations of the Lawyers reports annotatd, the American state reports annotated, the American state reports, the English ruling cases, the British ruling cases, and the United States Supreme court reports",FUZOQ59701,3879,1796,Horatio Alger,French,Crime
Majestic range catalogue and cook book,WTONO48252,9285,4117,Eleanor Hibbert,Spanish,Horror
"A treatise on the law of damages : embracing an elementary exposition of the law, and also its application to particular subjects of contract and tort",FRMRN81662,1040,4989,Astrid Lindgren,Turkish,Mathematics
"The law of a justice of peace and parish officer: containing all the acts of Parliament at large concerning them, and the cases determined on those acts in the Court of King's Bench. To which is added, a collection of precedents revised and settled by persons of eminence in the law; comprising a greater variety than any other work of this kind extant",ISBLA97710,1903,1743,Jirō Akagawa,Russian,Short Story
The law reports,EPJCW64928,5947,620,Lewis Carroll,Russian,Realistic Fiction
The lawyer in literature,IQKKN34674,6002,1369,Jirō Akagawa,Turkish,Classic
Leading American inventors,XSCTF19487,6818,509,Ken Follett,Russian,Drama
Queen Margot : wife of Henry of Navarre,TURIZ86571,7346,2683,Jeffrey Arche,Urdu,Drama
Traditional nursery songs of England,XCWJB67333,6206,2566,Anne Rice,French,Thriller
The trail of the hawk; a comedy of the seriousness of life,VMOOA10428,2918,3464,James A. Michener,Urdu,Crime
"The training of a sovereign; an abridged selection from The girlhood of Queen Victoria, being Her Majesty's diaries between the years 1832 and 1840, published by authority of His Majesty the king",JFILP11367,4263,2835,Catherine Cookson,German,Meta Fiction
"Trattato generale di archeologia e storia dell'arte italica, etrusca e romana..",DGTWA78347,4140,1064,Stan and Jan Berenstain,Japanise,Thriller
"Trattato generale di archeologia e storia dell'arte italica, etrusca e romana..",ULRPD79362,2939,1386,Mary Higgins Clark,Russian,Poetry
Travels in Eastern Africa; with the narrative of a residence in Mozambique,UQQJM92128,5846,2354,James Patterson,English,Literary
"Travels in various countries of Europe, Asia and Africa",GJGSP56194,7809,4327,Lewis Carroll,Turkish,Horror
The travels and researches of Alexander von Humboldt,KGESM48495,3608,2388,C. S. Lewis,English,Horror
Treasure Island. Prince Otto,NUKZZ76356,6294,4948,Nora Roberts,English,Mystery
A treatise on chemistry,CKVQB62791,1064,2065,Ann M. Martin,Japanise,Realistic Fiction
A treatise on Christian doctrine : compiled from the Holy Scriptures alone,DXUVA89816,2970,3794,Jeffrey Arche,Korean,Comic
"A treatise on damages : covering the entire law of damages, both generally and specifically",XKXWP40428,5546,2247,Georges Simenon,Korean,Suspense
"A treatise on federal practice, civil and criminal, including practice in bankruptcy, admiralty, patent cases, foreclosure of railway mortgages, suits upon claims against the United States, proceedings before the Interstate commerce commission and the Federal trade commission, equity pleading and practice, receivers and injunctions in the state courts, by Roger Foster",JBWPO70207,7931,564,Danielle Steel,Korean,Crime
"A treatise on ordnance and armor: embracing descriptions, discussions, and professional opinions concerning the material, fabrication, requirements, capabilities, and endurance of European and American guns for naval, sea-coast, and iron-clad warfare, and their rifling, projectiles and breech-loading",VUNKX92978,1162,1250,Roald Dahl,Urdu,Realistic Fiction
"Under the red patch; story of the Sixty third regiment, Pennslvania volunteers, 1861-1864",GYEIS55638,7658,3635,Astrid Lindgren,Spanish,Realistic Fiction
"The two knights of the swan, Lohengrin and Helyas; a study of the legend of the swan-knight, with special reference to its most important developments",SYWDQ31945,4793,459,Rex Stout,Japanise,Crime
Two years ago,OVPTU99809,4907,287,Yasuo Uchida,Korean,Medicine
The Union of South Africa : with chapters on Rhodesia and the Native Territories of the High Commission,CPSDS80426,4563,3833,Irving Wallace,German,Literary
"The universe, or, The wonders of creation. The infinitely great and the infinitely little",HYWOU40214,1359,4388,Alistair MacLean,Urdu,Psychology
"Usury : a Scriptural, ethical and economic view",LFJRL19594,9051,1070,Carter Brown,Spanish,Mystery
"Utah gazetteer 1892-93, containing a complete index to residents and business firms of Salt Lake City, resources of Utah and reliable business directory of the Territory",SRUBF37148,9500,3414,Frédéric Dard,German,Suspense
The twentieth century New Testament; a translation into modern English made from the original Greek (Westcott & Hort's text),TNAMX16724,1121,1114,John Creasey,German,Poetry
"Thirty years' view : or, A history of the working of the American government for thirty years, from 1820 to 1850. Chiefly taken from the Congress debates, the private papers of General Jackson, and the speeches of ex-Senator Benton, with his actual view of men and affairs; with historical notes and illustrations, and some notices of eminent deceased contemporaries",SYMLU23547,2545,3725,Sidney Sheldon,German,Classic
Thomas Sterry Hunt,HTKXZ65356,2391,3267,Catherine Cookson,Spanish,Suspense
The upward path; a reader for colored children with an introduction by Robert R. Moton,YVOTQ43081,3829,3635,Moiz ul Haq,German,Short Story
History of the Yankee division,QPBJZ47136,5330,4546,Dean Koontz,Urdu,Literary
"The immortal gamble and the part played in it by H. M. S. Cornwallis,",ICVOO69372,4172,1917,Alistair MacLean,Urdu,Short Story
"The honey bee; its natural history, physiology, and management",WGZXU64749,6561,4369,John Grisham,English,Mathematics
"The illustrated architectural, engineering, & mechanical drawing-book : for the use of schools, students, and artisans",OSLIU81909,9423,4926,Barbara Cartland,English,Classic
"Thomas Chatterton, the marvelous boy; the story of a strange life 1752-1770",FWAKH54387,4997,3373,J. R. R. Tolkien,Spanish,History
Thomas Poole and his friends,KMCSV84447,3152,2796,Rumiko Takahashi,Spanish,Comic
"Thought-culture; or, Practical mental training",SYBKD40689,3569,562,Mary Higgins Clark,Urdu,Novel
"Three lectures on the science of language, delivered at the Oxford University Extension Meeting, with a supplement My predecessors / by F. Max Müller",OIJND69222,9078,3173,Zane Grey,English,Horror
Time and tide : a romance of the moon,LFBRZ80002,5678,879,Hirohiko Araki,German,Comic
State boards of education,DLWQD30835,9034,984,Alexander Pushkin,Urdu,Drama
Tales and stories,KVVXI69806,1791,1395,Sidney Sheldon,Turkish,Comic
Told by the death's head : a romantic tale,QPHPL97807,6678,1286,J. K. Rowling,Spanish,Literary
Tonpsychologie,VOWNF12304,1914,2394,Hajime Isayam,Japanise,Mystery
"Sir Victor Brooke, sportsman & naturalist: a memoir of his life and extracts from his letters and journals",TPSYY14364,4151,2458,Louis L'Amour,Korean,Literary
Six lectures on light,QBNPQ67111,4289,4750,Eiichiro Oda,Japanise,Drama
"Daboll's Schoolmaster's assistant, improved and enlarged",YKQUW55165,5211,742,Harold Robbins,English,Psychology
Delphin classics,PZDPI80529,6002,905,Erskine Caldwell,English,Novel
De México á Chicago y Nueva York. Guía para el viajero ..,OCNQN36685,7254,1277,Jeffrey Arche,Korean,Short Story
"Voice, speech and gesture; a practical handbook to the elocutionary art, comprising also selections in prose and verse adapted for recitation, reading, and dramatic recital",WUWMV75210,7218,169,Erle Stanley Gardner,German,Science
"The Zincali, an account of the Gypsies of Spain",QAZVC97016,8636,2967,Hirohiko Araki,Spanish,Mathematics
Wings : tales of the psychic,BPGJP63574,3158,4930,Eiji Yoshikawa,Russian,Technical
The woman in white. A novel ..,SCKYH41482,9664,2262,Harold Robbins,Turkish,Crime
The works of Francis Bacon ..,MZEAC47298,2151,3127,Georges Simenon,English,Classic
"The works of Francis Bacon, baron of Verulam, viscount St. Alban, and lord high chancellor of England",KACSW13797,3877,4167,Astrid Lindgren,French,Realistic Fiction
"Xenophon's Memorabilia of Socrates : with English notes, critical and explanatory, the Prolegomena of Kühner, Wiggers' Life of Socrates, etc.",MDBFJ67648,8658,4470,Nora Roberts,Korean,Science
Unruly daughters; a romance of the house of Orléans,CKTHS77523,8581,257,John Grisham,Urdu,Literary
"A treatise upon some of the general principles of the law : whether of a legal, or of an equitable nature : including their relations and application to actions and defenses in general : whether in courts of common law, or courts of equity : and equally adapted to courts governed by codes",EUPGC28402,6199,2821,EL James,Turkish,History
"Upper Mississippi, or, historical sketches of the mound-builders, the Indian tribes and the progress of civilization in the North-west, from A.D. 1600 to the present time",UAVWE67096,3082,2354,Ryōtarō Shiba,German,Comic
The urine dance of the Zuni Indians of New Mexico,CUWHE38582,3225,4135,Eiichiro Oda,Turkish,Suspense
"The wisdom of life, being the first part of Arthur Schopenhauer's Aphorismen zur Lebensweisheit",TKVPQ48792,6238,4534,Stephen King,English,Technical
"The wonders of modern mechanism. A résumé of recent progress in mechanical, physical, and engineering science",TPKCT14795,5272,253,Karl May,Japanise,Suspense
The works of Edgar Allan Poe,CMTBO89546,9404,2461,Dan Brown,Japanise,Short Story
A work on operative dentistry ..,RXBNM54163,5170,4471,Eleanor Hibbert,Turkish,Comic
"The works of Callimachus, translated into English verse. The hymns and epigrams from the Greek; with the Coma Berenices from the Latin of Catallus: with the original text, and notes carefully selected from former commentators, and additional observations, by H. W. Tytler",HBAHG61929,7620,4741,Paulo Coelho,Russian,Comic
"The reminiscences of Frederick Goodall, R. A. With two portraits",KCIPC59541,7741,473,J. R. R. Tolkien,French,Mystery
Reminiscences of Oxford,VSIOH88092,6928,623,Yasuo Uchida,Korean,Meta Fiction
Proper lessons to be read at morning and evening prayer on the Sundays and other holy-days throughout the year,HYKEG69537,8545,3156,Nora Roberts,French,Thriller
The psychology of revolution,JCEKT58720,6309,807,Arthur Hailey,English,Short Story
